read_id	read_length	left_orientation	left_score	left_aln_primer_bases	left_matches	left_mismatches	left_identity	left_primer_coverage	left_window_start	left_window_end	right_orientation	right_score	right_aln_primer_bases	right_matches	right_mismatches	right_identity	right_primer_coverage	right_window_start	right_window_end	left_hit	right_hit	flanked	flanked_orientation
3100_MCSS56_1	549	R1_rc	25.0	22	19	3	0.8636363636363636	1.0	48	79	R1_rc	44.0	22	22	0	1.0	1.0	52	74	True	True	True	R1_rc|R1_rc
3101_MCSS56_1	368	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3102_MCSS56_1	368	R1	44.0	22	22	0	1.0	1.0	5	27	R1	29.5	22	17	5	0.7727272727272727	1.0	13	35	True	False	False	NA
3103_MCSS56_1	364	R1	40.0	22	20	2	0.9090909090909091	1.0	5	25	R1	29.5	22	17	5	0.7727272727272727	1.0	13	35	True	False	False	NA
3104_MCSS56_1	369	R1	44.0	22	22	0	1.0	1.0	5	27	R1	29.5	22	17	5	0.7727272727272727	1.0	13	35	True	False	False	NA
3105_MCSS56_1	213	R1	22.5	22	18	4	0.8181818181818182	1.0	7	34	R1	22.5	22	20	2	0.9090909090909091	1.0	29	62	True	True	True	R1|R1
3106_MCSS56_1	377	R1	42.0	22	22	0	1.0	1.0	8	31	R1	31.0	22	18	4	0.8181818181818182	1.0	10	32	True	True	True	R1|R1
3107_MCSS56_1	352	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	28.0	22	15	7	0.6818181818181818	1.0	63	80	False	False	False	NA
3108_MCSS56_1	152	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	19.5	22	16	6	0.7272727272727273	1.0	53	79	False	False	False	NA
3109_MCSS56_1	353	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3110_MCSS56_1	343	R1	38.0	22	20	2	0.9090909090909091	1.0	5	27	R1_rc	44.0	22	22	0	1.0	1.0	52	74	True	True	True	R1|R1_rc
3111_MCSS56_1	364	R1	41.0	22	21	1	0.9545454545454546	1.0	5	27	R1	29.5	22	17	5	0.7727272727272727	1.0	13	35	True	False	False	NA
3112_MCSS56_1	345	R1_rc	28.0	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3113_MCSS56_1	361	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	44.0	22	22	0	1.0	1.0	56	78	False	True	False	NA
3114_MCSS56_1	555	R1	44.0	22	22	0	1.0	1.0	5	27	R1_rc	44.0	22	22	0	1.0	1.0	52	74	True	True	True	R1|R1_rc
3115_MCSS56_1	366	R1_rc	25.0	22	18	4	0.8181818181818182	1.0	36	64	R1_rc	44.0	22	22	0	1.0	1.0	52	74	True	True	True	R1_rc|R1_rc
3116_MCSS56_1	372	R1	41.5	22	22	0	1.0	1.0	5	29	R1	29.5	22	17	5	0.7727272727272727	1.0	12	34	True	False	False	NA
3117_MCSS56_1	365	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3118_MCSS56_1	205	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	17	39	R1	17.5	22	14	8	0.6363636363636364	1.0	26	46	False	False	False	NA
3119_MCSS56_1	364	R1_rc	29.0	22	18	4	0.8181818181818182	1.0	48	71	R1_rc	44.0	22	22	0	1.0	1.0	52	74	True	True	True	R1_rc|R1_rc
3120_MCSS56_1	366	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3121_MCSS56_1	366	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3122_MCSS56_1	367	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3123_MCSS56_1	373	R1	35.0	22	19	3	0.8636363636363636	1.0	4	26	R1	20.5	22	16	6	0.7272727272727273	1.0	16	43	True	False	False	NA
3124_MCSS56_1	169	R1_rc	21.0	22	15	7	0.6818181818181818	1.0	55	77	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3125_MCSS56_1	366	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3126_MCSS56_1	253	R1	44.0	22	22	0	1.0	1.0	5	27	R1	29.5	22	17	5	0.7727272727272727	1.0	9	31	True	False	False	NA
3127_MCSS56_1	307	R1	23.0	22	17	5	0.7727272727272727	1.0	35	62	R1_rc	28.0	22	14	8	0.6363636363636364	1.0	66	80	False	False	False	NA
3128_MCSS56_1	363	R1	42.0	22	21	1	0.9545454545454546	1.0	4	25	R1	26.5	22	16	6	0.7272727272727273	1.0	13	35	True	False	False	NA
3129_MCSS56_1	257	R1	44.0	22	22	0	1.0	1.0	5	27	R1	25.5	22	16	6	0.7272727272727273	1.0	10	32	True	False	False	NA
3130_MCSS56_1	168	R1	44.0	22	22	0	1.0	1.0	5	27	R1	21.0	22	15	7	0.6818181818181818	1.0	8	31	True	False	False	NA
3131_MCSS56_1	358	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	26.0	22	14	8	0.6363636363636364	1.0	62	78	False	False	False	NA
3132_MCSS56_1	356	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	44	66	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3133_MCSS56_1	370	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	47	69	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3134_MCSS56_1	365	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3135_MCSS56_1	370	R1_rc	25.5	22	15	7	0.6818181818181818	1.0	51	71	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3136_MCSS56_1	343	R1	25.0	22	16	6	0.7272727272727273	1.0	5	27	R1	25.5	22	16	6	0.7272727272727273	1.0	26	48	False	False	False	NA
3137_MCSS56_1	374	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	48	70	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3138_MCSS56_1	367	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	46	68	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3139_MCSS56_1	368	R1_rc	29.5	22	17	5	0.7727272727272727	1.0	47	69	R1_rc	44.0	22	22	0	1.0	1.0	52	74	False	True	False	NA
3140_MCSS56_1	168	R1_rc	17.5	22	14	8	0.6363636363636364	1.0	39	59	R1	19.5	22	16	6	0.7272727272727273	1.0	2	28	False	False	False	NA
